id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error
167745617,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Westgate House, Ealing, W5","We are pleased to present this modern studio apartment in the sought-after West Gate development in Ealing, W5. The apartment offers a bright open-plan living area, a contemporary fitted kitchen with integrated appliances, a comfortable double bedroom space, and a stylish b...",https://www.rightmove.co.uk/properties/167745617#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167745617,"Holland Properties, London",36516,Reduced today,2025-10-03T09:19:51Z,,W5,2025-10-15T18:49:23.151621,"{'let available date': '12/11/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",365.0,34.0,TRUE,
167615594,1450,"£1,450 pcm",monthly,Flat,1,1.0,"St Johns Park, Blackheath, SE3","** WALK THROUGH VIDEO ** Available NOW FURNISHED or UNFURNISHED, Ideal for sole occupation. Studio apartment on the first floor flat. The flat has its own front door and access to the communal rear garden with bike storage, off street limited parking or parking on road via residents permit.",https://www.rightmove.co.uk/properties/167615594#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167615594,"Your London, Greenwich",89638,Reduced today,2025-09-30T14:24:38Z,,SE3,2025-10-15T18:49:23.151624,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",,,TRUE,
168212654,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Petersham Road, TW10","Parkgate present a perfectly formed one bedroom flat ideally located in the very heart of Richmond. Just 0.3 miles to Richmond Station, this property offers high ceilings throughout, a spacious double bedroom, reception room, fitted kitchen, and full bathroom suite. The flat is to be let unfurnis...",https://www.rightmove.co.uk/properties/168212654#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168212654,"Parkgate, Richmond",16775,Added today,2025-10-15T15:30:02Z,,TW10,2025-10-15T18:49:23.151626,"{'let available date': '04/12/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
168212261,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Walpole Road, London, E18","Charming 1-bedroom unfurnished apartment on the first floor. Located in a vibrant neighbourhood with on-street parking available. The property boasts a good size kitchen, spacious living area, and easy access to local amenities. Ideal for professionals or couples seeking a convenient city lifestyle.",https://www.rightmove.co.uk/properties/168212261#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168212261,"Portico, Woodford",247475,Added today,2025-10-15T15:28:14Z,,E18,2025-10-15T18:49:23.151628,"{'let available date': '18/10/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
168212186,1500,"£1,500 pcm",monthly,Flat,1,2.0,"Fishguard Way, London, E16",NO DEPOSIT OPTION AVAILABLE. This lovely one bedroom apartment in a prime location. Fully furnished with a balcony. Residents parking available. Close to amenities and transport links. Ideal for professionals or couples. Book a viewing today!,https://www.rightmove.co.uk/properties/168212186#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168212186,"Portico, Royal Docks",76499,Added today,2025-10-15T15:27:55Z,,E16,2025-10-15T18:49:23.151630,"{'let available date': '24/10/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,TRUE,
167303591,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Vandome Close, London E16","A large and modernized one double bedroom apartment spanning approximately 520 square feet and is conveniently located with just a 4 minute walk to Custom House DLR Station, and close to Western Gateway, and EXCEL. This spacious one double bedroom is based on the second floor and boasts a lar...",https://www.rightmove.co.uk/properties/167303591#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167303591,"BPS London, London",95999,Reduced today,2025-09-23T11:55:36Z,,E16,2025-10-15T18:49:23.151632,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,TRUE,
168210467,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Abbey Lane, LONDON",One Bedroom Flat - Available now. This charming 1-bedroom flat features a separate kitchen and private allocated parking — perfect for your convenience,https://www.rightmove.co.uk/properties/168210467#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168210467,"haart, Stratford - Lettings",134429,Added today,2025-10-15T15:09:04Z,,,2025-10-15T18:49:23.151633,"{'let available date': '27/10/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,TRUE,
167888192,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"The Vista Building, 30 Calderwood Street, Woolwich, London, SE18","Perfectly located in the heart of Woolwich! We are pleased to offer this well presented one bedroom apartment found on the 6th floor of this modern block. Offered unfurnished and available from 1st November 2025, your earliest viewing is advised.",https://www.rightmove.co.uk/properties/167888192#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167888192,"Winkworth, Greenwich",99271,Reduced today,2025-10-07T08:54:04Z,,SE18,2025-10-15T18:49:23.151635,"{'let available date': '01/11/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
167650712,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Rushey Green, London, SE6","No Deposit Option Available for Tenants. A fantastic one bedroom flat, situated in central Catford. The property comprises a large lounge opening onto a separate fitted kitchen, a spacious double bedroom with ample room for storage and a modern bathroom. Further benefits inc...",https://www.rightmove.co.uk/properties/167650712#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167650712,"Stirling Ackroyd Lettings, Brixton",48330,Reduced today,2025-10-01T10:23:53Z,,SE6,2025-10-15T18:49:23.151637,"{'let available date': '04/12/2025', 'deposit': '£1,673', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,TRUE,
168209354,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Norwood Road, Herne Hill",Stunning apartment with gallery style bedroom. Spacious open plan living area. Parking. Close to Herne Hill Station.,https://www.rightmove.co.uk/properties/168209354#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168209354,"Credential, Tooting",64891,Added today,2025-10-15T14:55:09Z,,,2025-10-15T18:49:23.151639,"{'let available date': '06/12/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,TRUE,
168202469,1425,"£1,425 pcm",monthly,Apartment,1,1.0,"1 Heybourne Crescent, London, NW9","1 bedroom modern, open-plan and furnished apartment with a private balcony. A short walk to Colindale station to get you in Kings Cross in 20mins.",https://www.rightmove.co.uk/properties/168202469#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168202469,"Folio London, London",97670,Reduced today,2025-10-15T13:32:29Z,,NW9,2025-10-15T18:49:23.151641,"{'let available date': '28/10/2025', 'deposit': '£1,644', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,TRUE,
168207647,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Lawrie Park Gardens, Sydenham, SE26","One bedroom period conversion in beautiful manor house conversion, that has access to the stunning communal gardens. There is off street parking to the front. Situated in a sought-after location close to amenities and transport links. Ideal for professionals. Book a viewing now!",https://www.rightmove.co.uk/properties/168207647#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168207647,"Leaders Lettings, Forest Hill",37163,Added today,2025-10-15T14:39:37Z,,SE26,2025-10-15T18:49:23.151643,"{'let available date': '18/10/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
168205802,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Calderwood Street, London, SE18","Eazy 2 Let Ltd are pleased to offer this one-bedroom 4th-floor apartment located in the heart of Woolwich, SE18 6JG. This property has an open-plan reception with a fitted kitchen with fitted appliances, a family bathroom, and a master bedroom with large",https://www.rightmove.co.uk/properties/168205802#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168205802,"EAZY 2 LET LTD, London",61167,Added today,2025-10-15T14:18:05Z,,SE18,2025-10-15T18:49:23.151645,"{'let available date': '14/11/2025', 'deposit': '£1,450', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,TRUE,
168203609,1350,"£1,350 pcm",monthly,Semi-Detached,1,,"Kings Parade, Askew Road, London, W12","1-Bedroom Flat in Great Location - Ready to Move In!Looking for a modern place to live? This 1-bedroom flat is in a top location, close to shops, restaurants, and public transport. What You Get:A bright bedroom with space for storageOpen living and dining areakitchen with appliancesClean",https://www.rightmove.co.uk/properties/168203609#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168203609,"G&M Living Spaces Limited, Covering London",290723,Added today,2025-10-15T13:49:42Z,,W12,2025-10-15T18:49:23.151647,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,TRUE,
133268219,1500,"£1,500 pcm",monthly,Ground Flat,1,1.0,"St. Ann's Road, London N15 3ST",A SPACIOUS CHARACTER ONE DOUBLE BEDROOM GROUND FLOOR CONVERSION FLAT WITH OWN REAR GARDEN LOCATED CLOSE TO GREEN LANES MULTIPLE TRANSPORT AND SHOPPING FACILITIES,https://www.rightmove.co.uk/properties/133268219#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=133268219,"Brian Thomas Estate Agents, Green Lanes",6123,Added today,2023-04-04T15:48:43Z,,N15,2025-10-15T18:49:23.151649,"{'let available date': '15/11/2025', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",,,TRUE,
167973722,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Westow Hill, London, SE19","Available from the end of November, this bright and spacious 1-bedroom flat is situated in the heart of Crystal Palace, directly on vibrant Westow Hill. Nestled above a commercial property.",https://www.rightmove.co.uk/properties/167973722#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167973722,"Kinleigh Folkard & Hayward - Lettings, Crystal Palace",85706,Added on 08/10/2025,2025-10-08T11:01:13Z,,SE19,2025-10-15T18:49:25.586830,"{'let available date': '02/12/2025', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
166667996,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Sunny Gardens Road, Hendon, NW4","Cosway Estates are pleased to offer this spacious one double bedroom ground floor flat, situated in popular road in Hendon and close to Middlesex University. This property has wood flooring. This property comprises of a large reception room; separate fitted kitchen and bathroom. This property als...",https://www.rightmove.co.uk/properties/166667996#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166667996,"Cosway Estates, Mill Hill",9970,Reduced today,2025-09-06T10:35:04Z,,NW4,2025-10-15T18:49:25.586863,"{'let available date': '20/10/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
168199406,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Cork House, 5 Durnsford Road, London, SW19","Rarely available and generously proportioned, this exceptional one-bedroom apartment occupies approximately 500 square feet within Cork House, set in the prestigious Sanctuary Development just off Durnsford Road, Wimbledon. Beautifully finished to a high specification throughout, the property off...",https://www.rightmove.co.uk/properties/168199406#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168199406,"Brinkleys Estate Agents, Wimbledon Village",287963,Added today,2025-10-15T12:44:56Z,,SW19,2025-10-15T18:49:25.586870,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
167779664,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Middle Park Avenue, London, SE9","Located in the heart of Mottingham, this one-bedroom apartment at Middle Park Avenue offers a wonderful opportunity to live in a well-connected and vibrant part of London. The property is beautifully finished throughout, making it an ideal home for a single professional or a couple...",https://www.rightmove.co.uk/properties/167779664#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167779664,"Cockburn Estate Agents, New Eltham",124243,Reduced today,2025-10-03T15:50:59Z,,SE9,2025-10-15T18:49:25.586905,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",501.0,47.0,TRUE,
168197408,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Dutton House, Abbey Wood","Situated on the fifth floor of Dutton House, this one bedroom apartment offers far-reaching views, a private balcony, and the added benefit of allocated parking. The layout includes a double bedroom, an open plan living and kitchen area, and a bathroom, making it a practical and comforta...",https://www.rightmove.co.uk/properties/168197408#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168197408,"Hunters, Abbeywood London",62489,Added today,2025-10-15T12:15:58Z,,,2025-10-15T18:49:25.586919,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",505.0,47.0,TRUE,
168197303,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Beaconsfield Road, London, N11","Discover the perfect rental opportunity in this newly refurbished one-bedroom apartment on Beaconsfield Road, London, N11. Boasting a spacious open plan kitchen lounge, fully fitted kitchen/diner, and close proximity to shops, public transport, and reputable schools, this brand new flat offers a ...",https://www.rightmove.co.uk/properties/168197303#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168197303,"Chris Anthony Estates, London",122383,Added today,2025-10-15T12:15:29Z,,N11,2025-10-15T18:49:25.586923,"{'let available date': 'Now', 'deposit': '£1,400', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,TRUE,
168195710,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Cotswold Street, West Norwood, SE27",A fantastic opportunity to rent a one-bedroom flat set within the heart of West Norwood. The property is well presented throughout and benefits from being bright and airy and is located within easy reach of West Norwood Station and a fabulous array of local amenities and green spaces. L...,https://www.rightmove.co.uk/properties/168195710#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168195710,"Galloways, West Norwood",60785,Added today,2025-10-15T11:55:46Z,,SE27,2025-10-15T18:49:25.586926,"{'let available date': '20/11/2025', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
95816894,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Pullman Court, Streatham Hill, London, SW2","A one bedroom purpose built flat in a Grade II listed modernist block on Streatham Hill. The property benefits from having new secondary glazing, new electrical heaters and is ideally placed for easy access to Brixton, Balham, Clapham and Tulse Hill.",https://www.rightmove.co.uk/properties/95816894#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=95816894,"Winkworth, Streatham",34334,Added today,2020-08-07T22:10:43Z,,SW2,2025-10-15T18:49:25.586929,"{'let available date': '17/12/2025', 'deposit': '£0', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",442.0,41.0,TRUE,
167083769,1495,"£1,495 pcm",monthly,Flat,1,0.0,"Tump House, Thamesmead, Royal Greenwich","One bedroom apartment, set within a gated development with lift access and one allocated parking space. The property comprises living room, separate kitchen, bedroom and bathroom. ",https://www.rightmove.co.uk/properties/167083769#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167083769,"LETSiNVEST, Middlesex",148172,Reduced today,2025-09-17T10:41:47Z,,,2025-10-15T18:49:25.586932,"{'let available date': '16/10/2025', 'deposit': '£1,725', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
167565944,1475,"£1,475 pcm",monthly,Flat,1,1.0,"Haringey, London, N4","Top floor one bedroom split level flat. The property comprises of a lounge/kitchen, bathroom and separate bedroom. Closest station Haringey. Professional applicants. Summary & Exclusions: -... ** Property Reference: 2641207 **",https://www.rightmove.co.uk/properties/167565944#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167565944,"OpenRent, London",96668,Reduced today,2025-09-29T15:09:54Z,,N4,2025-10-15T18:49:25.586934,"{'let available date': '18/10/2025', 'deposit': '£1,475', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,TRUE,
168195344,1350,"£1,350 pcm",monthly,Apartment,1,1.0,"Robinson Road, London, SW19","Modern first-floor apartment in Colliers Wood SW19. This fully furnished property boasts 1 bedroom, 1 reception room, and 1 bathroom. Enjoy the communal gardens. Ideal for professionals or couples seeking a cosy London home. Don't miss this opportunity!",https://www.rightmove.co.uk/properties/168195344#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168195344,"Prime Residential Property Management, Manchester",244076,Added today,2025-10-15T11:50:27Z,,SW19,2025-10-15T18:49:25.586937,"{'let available date': '24/11/2025', 'deposit': '£1,557', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,TRUE,
168193919,1300,"£1,300 pcm",monthly,Maisonette,1,1.0,"Catford Hill, Catford, SE6",A UNIQUE OPPORTUNITY TO RENT THIS ONE DOUBLE BEDROOM FIRST AND SECOND (TOP) FLOOR MAISONETTE GREAT FOR CATFORD STATION. AN EARLY VIEWING IS ADVISED.,https://www.rightmove.co.uk/properties/168193919#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168193919,"Key Property Consultants, Welling",275849,Added today,2025-10-15T11:34:58Z,,SE6,2025-10-15T18:49:25.586941,"{'let available date': '25/10/2025', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,TRUE,
60747017,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Windermere Road, London, N19","A well-proportioned one double-bedroom apartment, situated on the lower ground floor of a development on Windermere Road. Benefiting from a separate lounge and kitchen, central gas heating, double glazing, and a communal garden. Close to Archway tube station. Available 2nd January 2026",https://www.rightmove.co.uk/properties/60747017#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=60747017,"CP Papas Property Centre, London",78719,Added today,2016-07-20T14:58:54Z,,N19,2025-10-15T18:49:25.586943,"{'let available date': '02/01/2026', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",474.0,44.0,TRUE,
167932985,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Station Road, London, SE25","This inviting one-bedroom flat is now available to let. The property offers a bright reception room, a compact kitchen in natural tones, and a modern shower room. The bedroom provides a comfortable retreat, ideal for professionals or couples seeking a cosy and well-located home. <...",https://www.rightmove.co.uk/properties/167932985#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167932985,"Your Move, Bromley",6590,Reduced today,2025-10-07T17:21:21Z,,SE25,2025-10-15T18:49:25.586946,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,TRUE,
