id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error,coordinates,distance_to_center_km,price_score,location_score,size_score,overall_score,size_data_status,geocoding_status
41835423,1300,"£1,300 pcm",monthly,Flat,1,,"Chigwell Road, London, E18","Step inside this beautifully refurbished one/two bedroom apartment in the heart of South Woodford. Bright, stylish, and perfectly located for transport, shops, and cafés - it's ready for you to move in and make your own..",https://www.rightmove.co.uk/properties/41835423#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=41835423,"Yellands, South Woodford",62254,Reduced on 02/10/2025,2016-05-12T11:57:57Z,,E18,2025-10-15T18:49:59.184688,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,82.22222222222221,99.85258760820932,43.729438202247195,81.58,estimated,geocoded
127639184,1300,"£1,300 pcm",monthly,Maisonette,1,,"Franklin Way, Croydon, London, CR0",** Ground Floor ** ** Maisonette ** ** One Bedroom ** ** Separate Kitchen ** ** Good Size Lounge ** ** Bathroom ** ** Available 4th November ** ** Bed & Wardrobe Included **,https://www.rightmove.co.uk/properties/127639184#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=127639184,"LG New Homes, London",80511,Added on 30/09/2025,2022-10-03T08:53:44Z,,CR0,2025-10-15T18:50:01.586540,"{'let available date': '04/11/2025', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,82.22222222222221,99.85258760820932,43.729438202247195,81.58,estimated,geocoded
167891594,1300,"£1,300 pcm",monthly,Ground Flat,1,1.0,"Marlborough Lane, London, SE7",Newly refurbished and perfect for a single occupant or couple seeking modern comfort.,https://www.rightmove.co.uk/properties/167891594#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167891594,"Berkleys Property Group, London",290588,Added on 07/10/2025,2025-10-07T09:33:52Z,,SE7,2025-10-15T18:49:51.505857,"{'let available date': 'Ask agent', 'deposit': '£1,300', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,82.22222222222221,99.85258760820932,43.729438202247195,81.58,estimated,geocoded
167536760,1325,"£1,325 pcm",monthly,Maisonette,1,1.0,"Ashcroft, London, N14","Bright and well-presented one bedroom maisonette flat, offered inclusive of some bills including Council Tax and water but excluding electricity. It is situated on the ground floor of a small purp... ** Property Reference: 2640086 **",https://www.rightmove.co.uk/properties/167536760#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167536760,"OpenRent, London",96668,Added on 28/09/2025,2025-09-28T20:07:42Z,,N14,2025-10-15T18:50:04.125774,"{'let available date': '18/10/2025', 'deposit': '£1,325', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,81.66666666666667,99.85258760820932,43.729438202247195,81.35,estimated,geocoded
167981456,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Robin Hood Way, Kingston Vale, London, SW15","ZERO DEPOSIT AVAILABLE. LONG LET. A highly desirable location moments from Richmond Park, this spacious 1-bedroom apartment offers good size rooms throughout. Located in a fantastic location with lots of amenities close by.",https://www.rightmove.co.uk/properties/167981456#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167981456,"Foxtons, Kingston",57272,Added on 08/10/2025,2025-10-08T12:46:40Z,,SW15,2025-10-15T18:49:46.492428,"{'let available date': 'Ask agent', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",1166.0,108.0,True,,"(51.4329297, -0.2567637)",12.26760003506499,77.77777777777779,75.46479992987003,100.0,81.3,actual,geocoded
167684171,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Oak Apple Court, London, SE12",Stunning and Spacious one Bedroom Purpose Built Flat in a Quiet Newly Built Estate based in quiet residential location which can be perfect for working professionals. Flat is meticulously maintain... ** Property Reference: 2559563 **,https://www.rightmove.co.uk/properties/167684171#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167684171,"OpenRent, London",96668,Added on 01/10/2025,2025-10-01T17:33:27Z,,SE12,2025-10-15T18:49:59.184702,"{'let available date': 'Now', 'deposit': '£1,400', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,80.0,99.85258760820932,43.729438202247195,80.69,estimated,geocoded
167678723,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Brackenbury Gardens, London, W6","Oaklands Estates are pleased to offer this spacious one bedroom Ground Floor flat close to Hammersmith Grove.The property has an ideal layout comprising of a double bedroom, separate living room with dining area, family bathroom and a fitted kitchen. Also, a huge rear communal garden with bench se",https://www.rightmove.co.uk/properties/167678723#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167678723,"Oaklands Estates, London",98294,Added on 01/10/2025,2025-10-01T16:32:46Z,,W6,2025-10-15T18:49:59.184709,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,80.0,99.85258760820932,43.729438202247195,80.69,estimated,geocoded
167708309,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Charles Bradlaugh House, Haynes Close, Tottenham, London, N17","NEW! Knights are delighted to offer to let this ground floor one bedroom flat located close to all amenities including transport links. The flat has recently been refurbished and boasts a new fitted kitchen, new bathroom suite, separate lounge/diner, private balcony area, double bedroom, laminate...",https://www.rightmove.co.uk/properties/167708309#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167708309,"Knights Residential, London",82394,Added on 02/10/2025,2025-10-02T12:20:59Z,,N17,2025-10-15T18:49:56.802836,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,80.0,99.85258760820932,43.729438202247195,80.69,estimated,geocoded
167758373,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Rambler Court, Swynford Gdns, Hendon, London, NW4","A Spacious One Bedroom First Floor Flat, Furnished, Fully Fitted Kitchen, One Bathroom, On Modern Development, Excellent Condition, Near Tube, Parking, Available 6th November 2025.",https://www.rightmove.co.uk/properties/167758373#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167758373,"Jayson Russell, Hendon",43502,Added on 03/10/2025,2025-10-03T11:21:23Z,,NW4,2025-10-15T18:49:56.802802,"{'let available date': '06/11/2025', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,80.0,99.85258760820932,43.729438202247195,80.69,estimated,geocoded
146039813,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Martin Close, London, N9","Superb One-Bedroom Flat First Floor EdmontonAvailable from 20th October 2025, this bright and spacious first-floor flat offers a fantastic living space in one of Edmonton's most convenient locations.The property features a light-filled reception room, a separate fully fitted kitchen, a large do",https://www.rightmove.co.uk/properties/146039813#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=146039813,"Discover Residential Ltd, Loughton",184304,Added on 06/10/2025,2024-03-22T11:17:09Z,,N9,2025-10-15T18:49:54.205747,"{'let available date': 'Ask agent', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,80.0,99.85258760820932,43.729438202247195,80.69,estimated,geocoded
167916326,323,"£1,400 pcm",weekly,Flat,1,1.0,"Hendon Lane, Finchley, N3","A delightful one double bedroom apartment situated only moments to Finchley Central Underground Station. This bright and airy property benefits from family bathroom, open plan kitchen with integrated white goods, spacious reception and large double bedroom. Located only a stones throw from the m...",https://www.rightmove.co.uk/properties/167916326#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167916326,"Primden Group, Camden",261275,Reduced on 09/10/2025,2025-10-07T14:26:08Z,,N3,2025-10-15T18:49:43.835126,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,,"(51.5973246, -0.1805587)",10.584822954630809,100.0,78.83035409073838,43.729438202247195,80.28,estimated,geocoded
168146225,323,"£1,400 pcm",weekly,Flat,1,1.0,"Hendon Lane, Finchley, N3","A delightful one double bedroom apartment situated only moments to Finchley Central Underground Station. This bright and airy property benefits from bathroom, open plan kitchen with integrated white goods, spacious reception and large double bedroom. Located only a stones throw from the many won...",https://www.rightmove.co.uk/properties/168146225#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168146225,"Primden Group, Camden",261275,Added on 13/10/2025,2025-10-13T11:36:32Z,,N3,2025-10-15T18:49:35.769190,"{'let available date': 'Now', 'deposit': '£1,615', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,,"(51.5973246, -0.1805587)",10.584822954630809,100.0,78.83035409073838,43.729438202247195,80.28,estimated,geocoded
167925380,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Caroe Court, London, N9","1 Bed Flat, Caroe Court, N9 We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 31 October 2025, this property benefits from available... ** Property Reference: 2650910 **",https://www.rightmove.co.uk/properties/167925380#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167925380,"OpenRent, London",96668,Added on 07/10/2025,2025-10-07T16:01:18Z,,N9,2025-10-15T18:49:48.893144,"{'let available date': '31/10/2025', 'deposit': '£1,450', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,78.88888888888889,99.85258760820932,43.729438202247195,80.24,estimated,geocoded
167282201,1450,"£1,450 pcm",monthly,Flat,1,1.0,"95 Telford Road, London, N11",Perfect 1 bedroom flat!,https://www.rightmove.co.uk/properties/167282201#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167282201,"EweMove, Covering Greater London",264530,Reduced on 02/10/2025,2025-09-22T18:41:23Z,,N11,2025-10-15T18:49:59.184680,"{'let available date': 'Now', 'deposit': '£1,788', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,78.88888888888889,99.85258760820932,43.729438202247195,80.24,estimated,geocoded
167195036,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Wellmeadow Road, London, SE6",An Immaculate and stunning one double bedroom flat on the sought after Wellmeadow Road,https://www.rightmove.co.uk/properties/167195036#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167195036,"Kinleigh Folkard & Hayward - Lettings, Catford",148610,Reduced on 04/10/2025,2025-09-19T14:02:17Z,,SE6,2025-10-15T18:49:54.205788,"{'let available date': '01/12/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,78.88888888888889,99.85258760820932,43.729438202247195,80.24,estimated,geocoded
161032610,1300,"£1,300 pcm",monthly,Ground Flat,1,1.0,"Boscombe Gardens, London, SW16","Spacious 1-Bedroom Garden Flat - Streatham, SW16 A rare find! This bright and generously sized 1-bedroom ground floor flat",https://www.rightmove.co.uk/properties/161032610#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=161032610,"ROCKWELL GREEN PROPERTIES LIMITED, London",288347,Added on 24/04/2025,2025-04-24T14:18:52Z,,SW16,2025-10-15T18:50:21.311040,"{'let available date': 'Ask agent', 'deposit': '£1,300', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",500.0,46.0,True,,"(51.4893335, -0.1440551)",2.380153846150935,82.22222222222221,95.23969230769814,46.0,80.18,actual,geocoded
167042723,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Daisy Road, James Court, E18",Set within a modern development and just a one minute walk from South Woodford Central Line Station is this superb top floor one bedroom apartment.,https://www.rightmove.co.uk/properties/167042723#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167042723,"Abode, Woodford Green",77447,Reduced today,2025-09-16T11:51:49Z,,E18,2025-10-15T18:49:25.586962,"{'let available date': 'Now', 'deposit': '£1,400', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5145033, -0.1307586)",0.7454021207663117,80.0,98.50919575846737,43.729438202247195,80.15,estimated,geocoded
167792003,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Cunard Crescent, London, N21","Applicant Requirements: We are searching for tenant(s) with a minimum household income of £45,000pa+ - Baker and Chase are delighted to present this nicely decorated 1-bedroom, ground floor flat, with allocated residents parking. Located on a sought-after and ...",https://www.rightmove.co.uk/properties/167792003#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167792003,"Baker and Chase, North London",283727,Added on 03/10/2025,2025-10-03T18:01:58Z,,N21,2025-10-15T18:49:56.802684,"{'let available date': '20/10/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,77.77777777777779,99.85258760820932,43.729438202247195,79.8,estimated,geocoded
167581937,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Aragon Court, London, W13","We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 29 September 2025. Property is offered unfurnished. Viewing highly recommended. Co... ** Property Reference: 2557586 **",https://www.rightmove.co.uk/properties/167581937#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167581937,"OpenRent, London",96668,Added on 29/09/2025,2025-09-29T20:08:05Z,,W13,2025-10-15T18:50:04.125741,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,77.77777777777779,99.85258760820932,43.729438202247195,79.8,estimated,geocoded
87083523,1500,"£1,500 pcm",monthly,Maisonette,2,,"Trafalgar Road, London, TW2","WITH PRIVATE REAR GARDEN - WELL PRESENTED & SPACIOUS TWO BEDROOM GROUND FLOOR MAISONETTE SITUATED IN SOUGHT AFTER LOCATION IDEALLY POSITIONED FOR MAINLINE TRAIN STATION & LOCAL SHOPS. The property has just been refurbished and benefits from a spacious lounge/diner, separate modern fitted kitchen, tw",https://www.rightmove.co.uk/properties/87083523#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87083523,"Octagon, Staines",149270,Added on 06/10/2025,2025-02-12T11:10:16Z,,TW2,2025-10-15T18:49:51.505889,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,,"(51.5074456, -0.1277653)",0.07370619589533926,77.77777777777779,99.85258760820932,43.729438202247195,79.8,estimated,geocoded
168222701,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Albert Road, Mottingham, London, SE9","This well-maintained property offers a bright lounge separate from a fully equipped kitchen, providing plenty of space for cooking and relaxing. The comfortable double bedroom is perfect for singles or couples. Residents also benefit from access to a communal garden, a peaceful outdoo...",https://www.rightmove.co.uk/properties/168222701#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168222701,"Leaders Lettings, Bromley",15224,Reduced today,2025-10-15T16:56:51Z,,SE9,2025-10-15T18:49:23.151612,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,"(51.4893335, -0.1440551)",2.380153846150935,82.22222222222221,95.23969230769814,43.729438202247195,79.73,estimated,geocoded
165491564,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Bromley Road, London, N18","Knights are proud to offer to the market this One Bedroom Second Floor Flat, situated on one of Edmonton's most prestigious roads. This well-presented property benefits from One Double Bedroom, Spacious Lounge, Modern Shower Room, Juliet Balcony, Off-street Parking, Gas Central Heating and Do...",https://www.rightmove.co.uk/properties/165491564#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165491564,"Knights Residential, Edmonton",199451,Added on 07/08/2025,2025-08-07T18:37:04Z,,N18,2025-10-15T18:50:19.037709,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,,"(51.4893335, -0.1440551)",2.380153846150935,82.22222222222221,95.23969230769814,43.729438202247195,79.73,estimated,geocoded
167852945,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Charlton Road, N9","Target Property is delighted to present this attractive rental opportunity, ideally suited for professionals, couples, or families looking for a comfortable and well-located home. The property offers a blend of modern living and convenience, with access to local amenities and transport links. Ear...",https://www.rightmove.co.uk/properties/167852945#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167852945,"Target Property, Cheshunt",74120,Added on 06/10/2025,2025-10-06T13:16:10Z,,N9,2025-10-15T18:49:51.505908,"{'let available date': 'Now', 'deposit': '£1,450', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",1120.0,104.0,True,,"(51.5881467, -0.2992138)",14.867058654923373,78.88888888888889,70.26588269015326,100.0,79.66,actual,geocoded
167347229,334,"£1,447 pcm",weekly,Flat,1,1.0,"Cygnet Close, Stonebridge, NW10 8TP",Spacious purpose built 1 bedroom ground floor flat * Fitted kitchen * Good size bedroom * Modern bathroom * Offered in very good condition * Free Parking Located on a quiet residential area. With good access to local amenities as the development is located just off the Bre...,https://www.rightmove.co.uk/properties/167347229#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167347229,"Churchill & Mathesons, Harlesden",266774,Reduced yesterday,2025-09-24T09:38:20Z,,NW10,2025-10-15T18:49:30.583850,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",408.0,38.0,True,,"(51.55134, -0.2577999)",10.236206485184272,100.0,79.52758702963146,38.0,79.41,actual,geocoded
