id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error,coordinates,distance_to_center_km,price_score,location_score,size_score,overall_score
167624387,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Rushey Green, London, SE6","A smart and bright one bedroom apartment located in Catford. The station is approximately a 14 minute walk, added benefit of a entrance phone. Plenty of local amenities are nearby.",https://www.rightmove.co.uk/properties/167624387#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167624387,"Bryan & Keegan, London",102278,Reduced on 08/10/2025,2025-09-30T16:15:16Z,,SE6,2025-10-15T18:49:43.835234,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",546.0,51.0,True,,"(51.4457082, -0.0197638)",10.213467112256781,80.0,79.57306577548644,51.0,74.03
166826654,1450,"£1,450 pcm",monthly,Flat,1,1.0,Baildon Street,One bed apartment,https://www.rightmove.co.uk/properties/166826654#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166826654,"Valley Homes, Coulsden",293618,Added on 10/09/2025,2025-09-10T13:28:44Z,,,2025-10-15T18:50:14.111253,"{'let available date': 'Now', 'deposit': '£1,673', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",463.0,43.0,True,,"(51.4758274, -0.0286445)",7.754135813171962,78.88888888888889,84.49172837365607,43.0,73.95
167903528,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Deptford High Street, London, SE8","Charming ground floor flat on the vibrant High Street. Open-plan kitchen living area, private garden, cosy bedroom, stylish shower. Gas central heating. EPC rating C (74), council tax Band A.",https://www.rightmove.co.uk/properties/167903528#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167903528,"Kallars, London",289823,Added on 07/10/2025,2025-10-07T12:00:18Z,,SE8,2025-10-15T18:49:48.893270,"{'let available date': '22/10/2025', 'deposit': '£1,615', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",431.0,40.0,True,,"(51.4810021, -0.0262818)",7.655104095553922,80.0,84.68979180889215,40.0,73.88
166117547,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Dagmar Court, Manchester Road, London, E14","This fully refurbished one-bedroom apartment situated on the first floor of a purpose-built block, sits moments away from the bank of the river Thames. It benefits from laminated flooring, a modern interior, bright reception with space for dining, double aspect windows, gas heating, a contemporar...",https://www.rightmove.co.uk/properties/166117547#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166117547,"Keatons, Bow",25055,Reduced on 01/10/2025,2025-08-22T16:29:07Z,,E14,2025-10-15T18:49:59.184698,"{'let available date': 'Ask agent', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",501.0,47.0,True,,"(51.4961591, -0.0080488)",8.406943396763575,77.77777777777779,83.18611320647285,47.0,73.79
167855336,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Kingsland Road, London, E8",One bedroom apartment in the heart of Dalston.,https://www.rightmove.co.uk/properties/167855336#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167855336,"Savills Lettings, Hackney",68504,Added on 06/10/2025,2025-10-06T13:52:04Z,,E8,2025-10-15T18:49:51.505905,"{'let available date': 'Now', 'deposit': '£1,673', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",338.0,31.0,True,,"(51.5416659, -0.0761673)",5.166061694550474,78.88888888888889,89.66787661089906,31.0,73.62
167622362,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Fayland Avenue, Streatham, London, SW16",TOP FLOOR APARTMENT WITH PRIVATE BALCONY IS NOW AVAILABLE! The property comes Unfurnished.,https://www.rightmove.co.uk/properties/167622362#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167622362,"Northwood, West Norwood - Lettings",222866,Added on 30/09/2025,2025-09-30T15:54:49Z,,SW16,2025-10-15T18:50:01.586647,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",506.0,47.0,True,,"(51.4258789, -0.1423525)",9.204954138912571,77.77777777777779,81.59009172217486,47.0,73.15
167856797,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Hainthorpe Road, London, SE27",An impressive and very spacious 1 bed first floor flat in a very well maintained Victorian conversion located on a quiet residential road in West Norwood moments from the train station.This attrac... ** Property Reference: 2647262 **,https://www.rightmove.co.uk/properties/167856797#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167856797,"OpenRent, London",96668,Added on 06/10/2025,2025-10-06T14:11:29Z,,SE27,2025-10-15T18:49:51.505902,"{'let available date': '24/10/2025', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,9.0,True,,"(51.4316748, -0.1080489)",8.610703173992407,77.77777777777779,82.77859365201519,43.729438202247195,72.97
167898998,1500,"£1,500 pcm",monthly,Ground Flat,2,1.0,"Rockmount Road, London, SE18","Spacious 2-bed ground floor flat in desirable location. Private garden, bay windows, separate kitchen, modern bathroom. Gas central heating, on-street parking. Council Tax Band A, EPC rating D (66).",https://www.rightmove.co.uk/properties/167898998#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167898998,"Kallars, London",289823,Added on 07/10/2025,2025-10-07T11:02:39Z,,SE18,2025-10-15T18:49:48.893292,"{'let available date': '18/10/2025', 'deposit': '£1,730', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",786.0,73.0,True,,"(51.4845642, 0.1011951)",16.103244184265485,77.77777777777779,67.79351163146903,73.0,72.83
160966943,1500,"£1,500 pcm",monthly,Ground Flat,2,,"Streatham Common North, London, SW16","Stunning 2-Bedroom Flat in the Heart of Streatham, SW16!",https://www.rightmove.co.uk/properties/160966943#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=160966943,"ROCKWELL GREEN PROPERTIES LIMITED, London",288347,Added on 22/04/2025,2025-04-22T14:20:48Z,,SW16,2025-10-15T18:50:21.311045,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",500.0,46.0,True,,"(51.4235974, -0.1146946)",9.444199181783143,77.77777777777779,81.11160163643372,46.0,72.76
168164504,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Archdale Road, East Dulwich, SE22","This one's for you if... You’re someone who thrives in the sunshine, coffee in hand, book in lap, feet up in your own private garden. Whether it’s morning rituals or golden hour wind-downs, outdoor space isn’t a nice-to-have, it’s a non-negotiable. I...",https://www.rightmove.co.uk/properties/168164504#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168164504,"Paramount, London - Lettings",62636,Added on 17/09/2025,2025-10-13T15:34:40Z,,SE22,2025-10-15T18:49:33.363149,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",382.0,35.0,True,,"(51.4584829, -0.0732269)",6.688777221381762,77.77777777777779,86.62244555723647,35.0,72.76
166584980,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Churchfield Road, Acton, W3","Refurbished one-bedroom flat set above shops on Churchfield Road, offering immediate access to the cafés, restaurants and local amenities of Acton.",https://www.rightmove.co.uk/properties/166584980#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166584980,"Leo Newman, London",98603,Added on 04/09/2025,2025-09-04T13:20:05Z,,W3,2025-10-15T18:50:16.521018,"{'let available date': 'Now', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",45.0,4.0,True,,"(51.50885, -0.264164)",9.481681565659434,78.88888888888889,81.03663686868113,43.729438202247195,72.72
166819613,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Dewberry Street, Poplar, London, E14","LONG LET. A cozy 1-bedroom flat in Dewberry Street, E14 0RN featuring a bright living room, a well-equipped kitchen, a comfortable bedroom, and a clean bathroom.",https://www.rightmove.co.uk/properties/166819613#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166819613,"Foxtons, Wapping",111056,Added on 05/09/2025,2025-09-10T11:49:51Z,,E14,2025-10-15T18:50:14.111270,"{'let available date': 'Ask agent', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",428.0,40.0,True,,"(51.5159319, -0.0105937)",8.169443410028377,77.77777777777779,83.66111317994324,40.0,72.58
167936168,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Shepherds Bush, Shepherd's Bush, London, W12","ZERO DEPOSIT AVAILABLE. LONG LET. Ideally located for the amenities of Uxbridge Road and Shepherds Bush, this bright top floor apartment is modern throughout with an open-plan living area.",https://www.rightmove.co.uk/properties/167936168#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167936168,"Foxtons, Shepherds Bush",98531,Added on 07/10/2025,2025-10-07T17:52:58Z,,W12,2025-10-15T18:49:46.492468,"{'let available date': 'Ask agent', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",363.0,34.0,True,,"(51.5057446, -0.2242997)",6.7189717266345586,77.77777777777779,86.56205654673089,34.0,72.54
87310233,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Capworth Street, Leyton","** WELL PRESENTED FIRST FLOOR APARTMENT IN SOUGHT AFTER AREA IN LEYTON. MODERN FINISH THROUGHOUT. AVAILABLE NOW ** OC Homes are delighted to offer to the Lettings market, this spacious, modern one bedroom apartment, in a highly desirable area of Leyton. Situated in a prime location, with...",https://www.rightmove.co.uk/properties/87310233#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87310233,"OC Homes, Leyton",71060,Added yesterday,2025-10-14T14:37:06Z,,,2025-10-15T18:49:28.011691,"{'let available date': '20/10/2025', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",480.0,45.0,True,,"(51.5689112, -0.0207158)",10.038436933859339,78.88888888888889,79.92312613228133,45.0,72.52
167914343,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Highfield Hill, Upper Norwood",One Bedroom Apartment. Well Presented. Spacious- 50 Sq Mts. Living Room. Separate Kitchen. Bathroom. Storage. Garage. Off Road Parking. Offered Unfurnished.,https://www.rightmove.co.uk/properties/167914343#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167914343,"Martin & Co, Crystal Palace",80716,Added on 07/10/2025,2025-10-07T14:03:47Z,,,2025-10-15T18:49:48.893182,"{'let available date': '25/10/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,50.0,True,,"(51.4141312, -0.0882257)",10.80689900978695,77.77777777777779,78.38620198042611,50.0,72.47
167018555,1300,"£1,300 pcm",monthly,Apartment,1,1.0,"London Road, Thornton Heath, CR7","Stirling Ackroyd proudly present this stunning, new-build, one bedroom apartment offered in an amazing condition. This unit was built only last year and offers high-specification features as well as white goods. In addition to its luxury interior, it also offers a private balcony and a...",https://www.rightmove.co.uk/properties/167018555#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167018555,"Stirling Ackroyd Lettings, Thornton Heath",168185,Added on 15/09/2025,2025-09-15T17:40:25Z,,CR7,2025-10-15T18:50:11.738033,"{'let available date': '03/11/2025', 'deposit': '£1,500', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",501.0,47.0,True,,"(51.397271, -0.1156525)",12.358431113662373,82.22222222222221,75.28313777267525,47.0,72.4
167389439,1450,"£1,450 pcm",monthly,Flat,1,0.0,"London Road, Norbury, London, SW16","ZERO DEPOSIT AVAILABLE. LONG LET. Set in a modern development, this stylish 1 bedroom flat boasting a spacious reception room with a dining area and a fully equipped open-plan kitchen, well sized double bedroom and a 24-hour concierge service.",https://www.rightmove.co.uk/properties/167389439#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167389439,"Foxtons, Norbury",253856,Added on 23/07/2025,2025-09-24T21:52:47Z,,SW16,2025-10-15T18:50:19.037756,"{'let available date': 'Ask agent', 'deposit': '£1,674', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",533.0,50.0,True,,"(51.4050066, -0.119875)",11.48242379739025,78.88888888888889,77.03515240521949,50.0,72.37
166917689,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Wightman Road, London, N4","Spacious 1-bed flat with private living room, kitchen, bathroom, and a rare large garden. Bright interiors, modern shower room, and well-furnished bedroom. Located in North London with excellent transport links, amenities, and green spaces nearby. Perfect for a professional or couple.",https://www.rightmove.co.uk/properties/166917689#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166917689,"Blackstones Estates, London",290474,Reduced on 27/09/2025,2025-09-12T11:45:00Z,,N4,2025-10-15T18:50:04.125777,"{'let available date': 'Ask agent', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",388.0,36.0,True,,"(51.5750584, -0.1044741)",7.620509377667646,77.77777777777779,84.75898124466471,36.0,72.21
168227786,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Arbuthnot Road, Telegraph Hill, London, SE14","LONG LET. Set on the raised ground floor, this 1 bedroom flat boasts well arranged interiors including a bay window reception room with open-plan kitchen and a lovely double bedroom with fitted storage.",https://www.rightmove.co.uk/properties/168227786#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168227786,"Foxtons, Peckham",66768,,2025-10-15T18:44:05Z,,SE14,2025-10-15T18:50:21.311062,"{'let available date': 'Ask agent', 'deposit': '£1,731', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",348.0,32.0,True,,"(51.46952, -0.0502547)",6.876384463390737,77.77777777777779,86.24723107321853,32.0,72.01
167440370,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Hervey Road, London, SE3","Truepenny’s are delighted to offer to the market this beautifully presented one-bedroom apartment on the sought-after Hervey Road, SE3. Positioned on the second floor of an attractive period building, this charming home combines character and style with a high standard of finish throughout.",https://www.rightmove.co.uk/properties/167440370#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167440370,"Truepenny's Property Consultants, Charlton",228695,Reduced yesterday,2025-09-25T18:14:49Z,,SE3,2025-10-15T18:49:30.583842,"{'let available date': 'Now', 'deposit': '£1,903', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",541.0,50.0,True,,"(51.4737316, 0.0276065)",11.437843035305741,77.77777777777779,77.12431392938852,50.0,71.96
168022583,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Stirling Close, London, SW16",Newly Refurbished One Bedroom Apartment ,https://www.rightmove.co.uk/properties/168022583#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168022583,"SLM Estate Agency, London",291020,Added on 09/10/2025,2025-10-09T11:16:43Z,,SW16,2025-10-15T18:49:43.835083,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",507.0,47.12,True,,"(51.4107862, -0.1400552)",10.861399216394753,77.77777777777779,78.2772015672105,47.12,71.85
166461398,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Hopkins Road, Leyton E10","1 Bedroom First Floor Flat - Hopkins Road, Leyton E10",https://www.rightmove.co.uk/properties/166461398#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166461398,"In Estates, London",38897,Reduced on 10/10/2025,2025-09-01T17:56:19Z,,E10,2025-10-15T18:49:38.504374,"{'let available date': '27/10/2025', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,46.0,True,,"(51.571223, -0.0115896)",10.682030272826704,77.77777777777779,78.63593945434658,46.0,71.77
168188246,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Goldsmith Road, Leyton","Petty Son and Prestwich are delighted to offer for rent this spacious one bedroom ground floor flat that has been recently refurbished. Located on the popular Goldsmith Road, with great access to Leyton underground station (0.5miles).",https://www.rightmove.co.uk/properties/168188246#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168188246,"Petty Son & Prestwich Ltd, London",70202,Added today,2025-10-15T10:29:38Z,,,2025-10-15T18:49:25.586964,"{'let available date': '08/11/2025', 'deposit': '£1,673', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",437.0,41.0,True,,"(51.5653046, -0.0161817)",10.013539765308973,78.88888888888889,79.97292046938205,41.0,71.74
166119566,1400,"£1,400 pcm",monthly,Flat,1,0.0,"Uxbridge Road, Shepherd's Bush, London, W12","ZERO DEPOSIT AVAILABLE. LONG LET. Ideally located for the amenities of Westfield and Shepherds Bush, this compact 1 bedroom property is situated on the 1st floor of a period building.",https://www.rightmove.co.uk/properties/166119566#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166119566,"Foxtons, Shepherds Bush",98531,Reduced on 09/09/2025,2025-08-22T16:50:12Z,,W12,2025-10-15T18:50:14.111257,"{'let available date': 'Ask agent', 'deposit': '£1,616', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",261.0,24.0,True,,"(51.5045816, -0.2191803)",6.370538491814808,80.0,87.25892301637039,24.0,71.7
167991914,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Dawlish Road, Leyton E10",ALLEN DAVIES are delighted to offer FOR RENT a ONE BEDROOM first floor flat. The property has been RECENTLY REFURBISHED throughout by the present owner and is AVAILABLE NOW. The property is situated close to the popular FRANCIS ROAD AREA and convenient for both BUS and UNDERGROUND.,https://www.rightmove.co.uk/properties/167991914#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167991914,"Allen Davies & Co, Leyton",6944,Added on 08/10/2025,2025-10-08T15:15:06Z,,E10,2025-10-15T18:49:35.769194,"{'let available date': 'Now', 'deposit': '£1,730', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",474.0,44.0,True,,"(51.5630334, -0.0060325)",10.416606955005523,77.77777777777779,79.16678608998896,44.0,71.58
